category,turns,expect
v45_contexto_velluto_codigo_suelto,ola buen dia || manejas veluto? || 429,"{""scope"": ""all"", ""must_contain_all"": [""429""], ""must_contain_any"": [""velluto"", ""tabaco"", ""color"", ""tono"", ""stock"", ""precio"", ""manej"", ""si"", ""sí""]}"
v45_foto_tono_no_agregar,buenos dias || me enseñas ese tono 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || me mandas imagen del 329,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || tienes foto de el color 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || el tono 329 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || me enseñas ese tono 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || me enseñas blanco 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || tienes foto de el color 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || el tono 429 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || quiero ver el color 329,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || foto del tono 60 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas || tienes foto de el color 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenos dias || quiero ver el 329 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || me mandas imagen del 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || me enseñas el color 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buen dia || el tono 329 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || como se ve el color 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || quiero ver el 55 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenos dias || foto del tono 429 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas || quiero ver el 60 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || me enseñas blanco 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || quiero ver antes de pedir el color 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || foto del tono 329 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas || foto del tono 329 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || quiero ver el 107 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || el tono 329 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || me mandas imagen del 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || el tono 55 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenos dias || el tono 55 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || quiero ver el 55 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || el tono 310 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || el tono 329 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || como se ve el color 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || tienes foto de el color 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || me mandas imagen del 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || quiero ver el 60 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || el tono 60 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || me enseñas tabaco claro 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buen dia || puedo ver el color 329,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || me enseñas el color 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || me mandas imagen del 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas || el tono 329 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas || me mandas imagen del 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenos dias || quiero ver el 107 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || quiero ver el 329 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || quiero ver el 310 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || me enseñas ese tono 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || tienes foto de el color 329,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || foto del tono 107 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || foto del tono 310 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || me enseñas el color 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || quiero ver el 310 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buen dia || me mandas imagen del 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || el tono 329 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || me mandas imagen del 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || me mandas imagen del 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || me enseñas blanco 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || el tono 310 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || quiero ver antes de pedir el color 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || foto del tono 55 porfa,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || me enseñas ese tono 310,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || me mandas imagen del 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || me enseñas el color 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenas tardes || quiero ver el 310 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""310""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || me enseñas ese tono 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || el tono 107 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,oye una pregunta || quiero ver el 60 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || me enseñas ese tono 329,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""329""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola || me mandas imagen del 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buen dia || me mandas imagen del 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || me enseñas tabaco claro 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || el tono 429 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || tienes foto de el color 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || el tono 429 como se ve?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""429""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,disculpa || quiero ver el 60 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buen dia || como se ve el color 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,holaa || quiero ver el 107 antes de pedir,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,hola buenas || tienes foto de el color 60,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""60""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,buenos dias || me mandas imagen del 55,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""55""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_foto_tono_no_agregar,ola buen dia || quiero ver el color 107,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_all"": [""107""], ""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""muestro"", ""mando"", ""comparto"", ""recurso""]}"
v45_precio_stock_sin_pedido,buen dia || tienes belluto? || cuanto cuesta el 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,buenos dias || trabajas velluto? || precio de velluto,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,oye una pregunta || manejas veluto? || cuanto sale un velluto,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,holaa || trabajas velluto? || precio del 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,ola buen dia || tienes velluto? || precio de velluto,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,buenos dias || hay velluto? || en cuanto esta la madeja,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,hola buenas || tienes velluto? || precio de velluto,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,ola buen dia || hay velluto? || manejas precio mayoreo de velluto?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,disculpa || tiene beyuto? || tienes disponible el 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,ola buen dia || tienes velluto? || cuanto sale un velluto,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,buenos dias || manejas veluto? || precio del 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,ola buen dia || manejas veluto? || precio del 429,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,buenas tardes || manejaz velluto? || manejas precio mayoreo de velluto?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
v45_precio_stock_sin_pedido,buenas || vendes velluto? || manejas precio mayoreo de velluto?,"{""scope"": ""all"", ""expected_no_pedidos"": true, ""must_contain_any"": [""precio"", ""cuesta"", ""sale"", ""59.99"", ""stock"", ""disponible"", ""velluto"", ""429"", ""madeja"", ""revis""]}"
