case_id,category,turns,expect
00287_v46_real_pedido_codigo_cantidad_ponme_dos_429,v46_real_pedido_codigo_cantidad,oye una pregunta || tendras veluto? || me puedes pasar la carta de colores? || bueno si voy a hacer pedido || ponme dos 429,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00288_v46_real_foto_tono_contexto_me_mandas_foto_del_429_antes_de_pedir,v46_real_foto_tono_contexto,"buenas tardes, disculpa || manejas el velluto de alize? || que bien, me podria mandar el catalogo por favor? || me mandas foto del 429 antes de pedir?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto""], ""expected_no_pedidos"": true}"
00289_v46_real_info_codigo_contexto_que_color_es_el_429,v46_real_info_codigo_contexto,buen dia disculpe || vendes belluto? || me puedes mostrar los colores disponibles? || que color es el 429?,"{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00290_v46_real_recomendacion_proyecto_codigo_y_si_crees_que_me_sirva_para_un_elefante_el_codigo_87_o_seria_mejor_el,v46_real_recomendacion_proyecto_codigo,"buenas tardes, disculpa || tendras veluto? || me puedes pasar la carta de colores? || mmm no me encantaron esos tonos, tienes otros mas claritos? || y si crees que me sirva para un elefante el codigo 87 o seria mejor el 416?","{""scope"": ""all"", ""must_contain_any"": [""elefante"", ""sirv"", ""recom"", ""opci"", ""87"", ""416""], ""must_not_only_ask_hilo_codigo"": true}"
00291_v46_real_cambio_decision_sabes_que_si_me_llevare_el_velluto_pero_antes_me_muestras_el_429,v46_real_cambio_decision,"hola buenas noches || vendes belluto? || mmm busco algo mas para amigurumi, cuales me recomiendas? || creo que si hare pedido pero aun no estoy segura || sabes que si me llevare el velluto pero antes me muestras el 429?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""tono"", ""ver""], ""must_not_contain_any"": [""x429""]}"
00292_v46_real_pedido_codigo_cantidad_el_429_dos,v46_real_pedido_codigo_cantidad,"oye una pregunta || manejaz velluto? || que bien, me podria mandar el catalogo por favor? || bueno si voy a hacer pedido || el 429 dos","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00293_v46_real_codigo_invalido_no_inventar_me_muestras_el_56_4299_y_550_y_aparte_con_que_gancho_se_teje,v46_real_codigo_invalido_no_inventar,"buen dia disculpe || manejas el velluto de alize? || me puedes pasar la carta de colores? || me muestras el 56, 4299 y 550, y aparte con que gancho se teje?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""4299"", ""550"", ""gancho"", ""no me aparece"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00294_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,buen dia disculpe || vendes belluto? || el tono 329 como se ve?,"{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00295_v46_real_pedido_codigo_cantidad_me_llevo_2_del_429_y_1_del_550,v46_real_pedido_codigo_cantidad,holaaa buenas || si trabajas velluto? || me puedes pasar la carta de colores? || bueno si voy a hacer pedido || me llevo 2 del 429 y 1 del 550,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}, {""codigo"": ""550"", ""cantidad"": 1}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00296_v46_real_recomendacion_proyecto_codigo_con_que_gancho_se_teje_el_velluto,v46_real_recomendacion_proyecto_codigo,oye una pregunta || de pura casualidad manejas velluto? || con que gancho se teje el velluto?,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""teje"", ""revis"", ""recom""], ""must_not_only_ask_hilo_codigo"": true}"
00297_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,"buenas tardes, disculpa || de pura casualidad manejas velluto? || tienes catalogo de tonos? || tienes otros tonos como cafe o gris? || tendras el 4299 o sera 429?","{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00298_v46_real_codigo_invalido_no_inventar_el_999_existe_en_velluto,v46_real_codigo_invalido_no_inventar,"buen dia disculpe || vendes belluto? || me puedes mostrar los colores disponibles? || busco algo para peluche, no quiero que quede duro || el 999 existe en velluto?","{""scope"": ""all"", ""must_contain_any"": [""999"", ""no me aparece"", ""confirma"", ""velluto""], ""expected_no_pedidos"": true}"
00299_v46_real_recomendacion_proyecto_codigo_si_es_para_bebe_me_conviene_velluto_o_otro_hilo,v46_real_recomendacion_proyecto_codigo,"holaaa buenas || tendras veluto? || que bien, me podria mandar el catalogo por favor? || mmm busco algo mas para amigurumi, cuales me recomiendas? || si es para bebe me conviene velluto o otro hilo?","{""scope"": ""all"", ""must_contain_any"": [""bebe"", ""recom"", ""velluto"", ""hilo""], ""must_not_only_ask_hilo_codigo"": true}"
00300_v46_real_pedido_codigo_cantidad_me_llevo_2_del_429_y_1_del_550,v46_real_pedido_codigo_cantidad,holaaa buenas || tendras veluto? || tienes catalogo de tonos? || bueno si voy a hacer pedido || me llevo 2 del 429 y 1 del 550,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}, {""codigo"": ""550"", ""cantidad"": 1}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00301_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,holaaa buenas || manejas el velluto de alize? || el tono 329 como se ve?,"{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00302_v46_real_cambio_decision_sabes_que_si_me_llevare_el_velluto_pero_antes_me_muestras_el_429,v46_real_cambio_decision,"buenas tardes, disculpa || manejas el velluto de alize? || me puedes mostrar los colores disponibles? || creo que si hare pedido pero aun no estoy segura || sabes que si me llevare el velluto pero antes me muestras el 429?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""tono"", ""ver""], ""must_not_contain_any"": [""x429""]}"
00303_v46_real_codigo_invalido_no_inventar_me_muestras_el_56_4299_y_550_y_aparte_con_que_gancho_se_teje,v46_real_codigo_invalido_no_inventar,"hola de pura casualidad || vendes belluto? || me mandas la gama completa? || mmm no me encantaron esos tonos, tienes otros mas claritos? || me muestras el 56, 4299 y 550, y aparte con que gancho se teje?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""4299"", ""550"", ""gancho"", ""no me aparece"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00304_v46_real_recomendacion_proyecto_codigo_si_es_para_bebe_me_conviene_velluto_o_otro_hilo,v46_real_recomendacion_proyecto_codigo,"buenas tardes, disculpa || vendes belluto? || me puedes mostrar los colores disponibles? || tienes otros tonos como cafe o gris? || si es para bebe me conviene velluto o otro hilo?","{""scope"": ""all"", ""must_contain_any"": [""bebe"", ""recom"", ""velluto"", ""hilo""], ""must_not_only_ask_hilo_codigo"": true}"
00305_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"oye una pregunta || de pura casualidad manejas velluto? || tienes catalogo de tonos? || no me gusta mucho esos tonos, tiene otros como mas neutros? || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00306_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,hola buenas noches || tendras veluto? || me puedes pasar la carta de colores? || tienes otros tonos como cafe o gris? || me gustaria algo para amigurumi pero no se mucho || con que gancho se teje? || lo quiero para un elefante mediano,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00307_v46_real_info_codigo_contexto_color_429_por_favor,v46_real_info_codigo_contexto,hola de pura casualidad || manejas el velluto de alize? || me mandas la gama completa? || color 429 por favor,"{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00308_v46_real_mixta_larga_multiintencion_mejor_solo_mandame_foto_por_ahora,v46_real_mixta_larga_multiintencion,hola de pura casualidad || hay velluto disponible? || me gustaria algo para amigurumi pero no se mucho || con que gancho se teje? || mejor solo mandame foto por ahora,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00309_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,Hola buenas tardes || si trabajas velluto? || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00310_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,"buenas tardes, disculpa || vendes belluto? || me puedes mostrar los colores disponibles? || busco algo para peluche, no quiero que quede duro || me gustaria algo para amigurumi pero no se mucho || que color es el 429? || lo quiero para un elefante mediano","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00311_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,"oye una pregunta || vendes belluto? || me mandas la gama completa? || busco algo para peluche, no quiero que quede duro || el tono 329 como se ve?","{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00312_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,holaaa buenas || manejaz velluto? || el tono 329 como se ve?,"{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00313_v46_real_foto_tono_contexto_quiero_ver_como_se_ve_el_107,v46_real_foto_tono_contexto,"oye una pregunta || manejas el velluto de alize? || busco algo para peluche, no quiero que quede duro || quiero ver como se ve el 107","{""scope"": ""all"", ""must_contain_any"": [""107"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00314_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,"hola buenas noches || manejaz velluto? || me puedes pasar la carta de colores? || mmm no me encantaron esos tonos, tienes otros mas claritos? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429","{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00315_v46_real_cambio_decision_bueno_si_dame_dos_del_429_y_uno_del_60,v46_real_cambio_decision,"buenas tardes, disculpa || de pura casualidad manejas velluto? || creo que si hare pedido pero aun no estoy segura || bueno si dame dos del 429 y uno del 60","{""scope"": ""all"", ""must_contain_any"": [{""codigo"": ""429"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 1}]}"
00316_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,Hola buenas tardes || si trabajas velluto? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429,"{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00317_v46_real_foto_tono_contexto_me_mandas_foto_del_429_antes_de_pedir,v46_real_foto_tono_contexto,"hola de pura casualidad || si trabajas velluto? || que bien, me podria mandar el catalogo por favor? || me mandas foto del 429 antes de pedir?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto""], ""expected_no_pedidos"": true}"
00318_v46_real_codigo_invalido_no_inventar_me_muestras_el_56_4299_y_550_y_aparte_con_que_gancho_se_teje,v46_real_codigo_invalido_no_inventar,"buenas tardes, disculpa || manejas el velluto de alize? || que bien, me podria mandar el catalogo por favor? || busco algo para peluche, no quiero que quede duro || me muestras el 56, 4299 y 550, y aparte con que gancho se teje?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""4299"", ""550"", ""gancho"", ""no me aparece"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00319_v46_real_codigo_invalido_no_inventar_el_999_existe_en_velluto,v46_real_codigo_invalido_no_inventar,"hola buenas noches || manejas el velluto de alize? || no me gusta mucho esos tonos, tiene otros como mas neutros? || el 999 existe en velluto?","{""scope"": ""all"", ""must_contain_any"": [""999"", ""no me aparece"", ""confirma"", ""velluto""], ""expected_no_pedidos"": true}"
00320_v46_real_info_codigo_contexto_tienes_429,v46_real_info_codigo_contexto,oye una pregunta || manejaz velluto? || me puedes pasar la carta de colores? || tienes 429?,"{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00321_v46_real_recomendacion_proyecto_codigo_y_si_crees_que_me_sirva_para_un_elefante_el_codigo_87_o_seria_mejor_el,v46_real_recomendacion_proyecto_codigo,"buen dia disculpe || si trabajas velluto? || que bien, me podria mandar el catalogo por favor? || y si crees que me sirva para un elefante el codigo 87 o seria mejor el 416?","{""scope"": ""all"", ""must_contain_any"": [""elefante"", ""sirv"", ""recom"", ""opci"", ""87"", ""416""], ""must_not_only_ask_hilo_codigo"": true}"
00322_v46_real_codigo_invalido_no_inventar_me_muestras_el_56_4299_y_550_y_aparte_con_que_gancho_se_teje,v46_real_codigo_invalido_no_inventar,"hola de pura casualidad || manejaz velluto? || tienes catalogo de tonos? || mmm no me encantaron esos tonos, tienes otros mas claritos? || me muestras el 56, 4299 y 550, y aparte con que gancho se teje?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""4299"", ""550"", ""gancho"", ""no me aparece"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00323_v46_real_mixta_larga_multiintencion_mejor_solo_mandame_foto_por_ahora,v46_real_mixta_larga_multiintencion,hola buenas noches || manejas el velluto de alize? || tienes catalogo de tonos? || me gustaria algo para amigurumi pero no se mucho || stock del 60? || mejor solo mandame foto por ahora,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00324_v46_real_mixta_larga_multiintencion_mejor_solo_mandame_foto_por_ahora,v46_real_mixta_larga_multiintencion,"buenas tardes, disculpa || manejaz velluto? || que bien, me podria mandar el catalogo por favor? || me gustaria algo para amigurumi pero no se mucho || que color es el 429? || mejor solo mandame foto por ahora","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00325_v46_real_recomendacion_proyecto_codigo_con_que_gancho_se_teje_el_velluto,v46_real_recomendacion_proyecto_codigo,holaaa buenas || vendes belluto? || me puedes mostrar los colores disponibles? || con que gancho se teje el velluto?,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""teje"", ""revis"", ""recom""], ""must_not_only_ask_hilo_codigo"": true}"
00326_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"buenas tardes, disculpa || manejas el velluto de alize? || que bien, me podria mandar el catalogo por favor? || busco algo para peluche, no quiero que quede duro || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00327_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,"Hola buenas tardes || manejaz velluto? || me mandas la gama completa? || no me gusta mucho esos tonos, tiene otros como mas neutros? || tendras el 4299 o sera 429?","{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00328_v46_real_recomendacion_proyecto_codigo_para_un_amigurumi_grande_queda_mejor_velluto_o_komfy_mini,v46_real_recomendacion_proyecto_codigo,"hola buenas noches || tendras veluto? || me puedes mostrar los colores disponibles? || mmm no me encantaron esos tonos, tienes otros mas claritos? || para un amigurumi grande queda mejor velluto o komfy mini?","{""scope"": ""all"", ""must_contain_any"": [""amigurumi"", ""velluto"", ""komfy"", ""recom""], ""must_not_only_ask_hilo_codigo"": true}"
00329_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,"buenas tardes, disculpa || hay velluto disponible? || me puedes pasar la carta de colores? || tendras el 4299 o sera 429?","{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00330_v46_real_mixta_larga_multiintencion_mejor_solo_mandame_foto_por_ahora,v46_real_mixta_larga_multiintencion,oye una pregunta || si trabajas velluto? || me gustaria algo para amigurumi pero no se mucho || me muestras el 429 y 550? || mejor solo mandame foto por ahora,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00331_v46_real_info_codigo_contexto_stock_del_429,v46_real_info_codigo_contexto,buen dia disculpe || manejas el velluto de alize? || me puedes mostrar los colores disponibles? || tienes otros tonos como cafe o gris? || stock del 429,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""stock"", ""disponible""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00332_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,"hola buenas noches || de pura casualidad manejas velluto? || que bien, me podria mandar el catalogo por favor? || tendras el 4299 o sera 429?","{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00333_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,"hola de pura casualidad || manejaz velluto? || que bien, me podria mandar el catalogo por favor? || mmm busco algo mas para amigurumi, cuales me recomiendas? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429","{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00334_v46_real_info_codigo_contexto_tono_429,v46_real_info_codigo_contexto,"hola buenas noches || manejaz velluto? || tienes catalogo de tonos? || no me gusta mucho esos tonos, tiene otros como mas neutros? || tono 429","{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00335_v46_real_recomendacion_proyecto_codigo_quiero_hacer_un_osito_que_tono_me_recomiendas_como_beige,v46_real_recomendacion_proyecto_codigo,"Hola buenas tardes || tendras veluto? || quiero hacer un osito, que tono me recomiendas como beige?","{""scope"": ""all"", ""must_contain_any"": [""osito"", ""beige"", ""recom"", ""tono""], ""must_not_only_ask_hilo_codigo"": true}"
00336_v46_real_codigo_invalido_no_inventar_el_999_existe_en_velluto,v46_real_codigo_invalido_no_inventar,hola buenas noches || hay velluto disponible? || me puedes mostrar los colores disponibles? || el 999 existe en velluto?,"{""scope"": ""all"", ""must_contain_any"": [""999"", ""no me aparece"", ""confirma"", ""velluto""], ""expected_no_pedidos"": true}"
00337_v46_real_info_codigo_contexto_el_429_cuanto_sale,v46_real_info_codigo_contexto,"holaaa buenas || de pura casualidad manejas velluto? || mmm busco algo mas para amigurumi, cuales me recomiendas? || el 429 cuanto sale?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""59"", ""precio"", ""$""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00338_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,"oye una pregunta || si trabajas velluto? || que bien, me podria mandar el catalogo por favor? || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00339_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,hola buenas noches || si trabajas velluto? || tendras el 4299 o sera 429?,"{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00340_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,"hola buenas noches || manejas el velluto de alize? || mmm no me encantaron esos tonos, tienes otros mas claritos? || tendras el 4299 o sera 429?","{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00341_v46_real_recomendacion_proyecto_codigo_si_es_para_bebe_me_conviene_velluto_o_otro_hilo,v46_real_recomendacion_proyecto_codigo,"buenas tardes, disculpa || tendras veluto? || me puedes mostrar los colores disponibles? || si es para bebe me conviene velluto o otro hilo?","{""scope"": ""all"", ""must_contain_any"": [""bebe"", ""recom"", ""velluto"", ""hilo""], ""must_not_only_ask_hilo_codigo"": true}"
00342_v46_real_codigo_invalido_no_inventar_el_999_existe_en_velluto,v46_real_codigo_invalido_no_inventar,"Hola buenas tardes || de pura casualidad manejas velluto? || mmm busco algo mas para amigurumi, cuales me recomiendas? || el 999 existe en velluto?","{""scope"": ""all"", ""must_contain_any"": [""999"", ""no me aparece"", ""confirma"", ""velluto""], ""expected_no_pedidos"": true}"
00343_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"buenas tardes, disculpa || si trabajas velluto? || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00344_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,"buen dia disculpe || manejas el velluto de alize? || mmm busco algo mas para amigurumi, cuales me recomiendas? || me gustaria algo para amigurumi pero no se mucho || que color es el 429? || lo quiero para un elefante mediano","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00345_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,"oye una pregunta || de pura casualidad manejas velluto? || que bien, me podria mandar el catalogo por favor? || mmm no me encantaron esos tonos, tienes otros mas claritos? || me gustaria algo para amigurumi pero no se mucho || stock del 60? || lo quiero para un elefante mediano","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00346_v46_real_codigo_invalido_no_inventar_el_999_existe_en_velluto,v46_real_codigo_invalido_no_inventar,buen dia disculpe || si trabajas velluto? || tienes otros tonos como cafe o gris? || el 999 existe en velluto?,"{""scope"": ""all"", ""must_contain_any"": [""999"", ""no me aparece"", ""confirma"", ""velluto""], ""expected_no_pedidos"": true}"
00347_v46_real_mixta_larga_multiintencion_y_si_llevo_20_mejora_precio,v46_real_mixta_larga_multiintencion,hola buenas noches || tendras veluto? || me gustaria algo para amigurumi pero no se mucho || que color es el 429? || y si llevo 20 mejora precio?,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00348_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,hola de pura casualidad || vendes belluto? || el tono 329 como se ve?,"{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00349_v46_real_mixta_larga_multiintencion_si_me_gusta_agregame_dos_429,v46_real_mixta_larga_multiintencion,oye una pregunta || si trabajas velluto? || me mandas la gama completa? || tienes otros tonos como cafe o gris? || me gustaria algo para amigurumi pero no se mucho || con que gancho se teje? || si me gusta agregame dos 429,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00350_v46_real_foto_tono_contexto_tienes_imagen_del_60,v46_real_foto_tono_contexto,hola de pura casualidad || vendes belluto? || me puedes mostrar los colores disponibles? || tienes imagen del 60?,"{""scope"": ""all"", ""must_contain_any"": [""60"", ""foto"", ""imagen""], ""expected_no_pedidos"": true}"
00351_v46_real_cambio_decision_entonces_serian_3_piezas_verdad,v46_real_cambio_decision,"holaaa buenas || hay velluto disponible? || me mandas la gama completa? || busco algo para peluche, no quiero que quede duro || creo que si hare pedido pero aun no estoy segura || entonces serian 3 piezas verdad?","{""scope"": ""all"", ""must_contain_any"": [""3"", ""pieza"", ""correct"", ""revis""]}"
00352_v46_real_foto_tono_contexto_me_mandas_foto_del_429_antes_de_pedir,v46_real_foto_tono_contexto,"buenas tardes, disculpa || manejaz velluto? || me puedes mostrar los colores disponibles? || mmm busco algo mas para amigurumi, cuales me recomiendas? || me mandas foto del 429 antes de pedir?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto""], ""expected_no_pedidos"": true}"
00353_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,"hola buenas noches || manejaz velluto? || mmm busco algo mas para amigurumi, cuales me recomiendas? || el tono 329 como se ve?","{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00354_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,buen dia disculpe || manejas el velluto de alize? || me mandas la gama completa? || tendras el 4299 o sera 429?,"{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00355_v46_real_recomendacion_proyecto_codigo_y_si_crees_que_me_sirva_para_un_elefante_el_codigo_87_o_seria_mejor_el,v46_real_recomendacion_proyecto_codigo,"holaaa buenas || si trabajas velluto? || que bien, me podria mandar el catalogo por favor? || mmm no me encantaron esos tonos, tienes otros mas claritos? || y si crees que me sirva para un elefante el codigo 87 o seria mejor el 416?","{""scope"": ""all"", ""must_contain_any"": [""elefante"", ""sirv"", ""recom"", ""opci"", ""87"", ""416""], ""must_not_only_ask_hilo_codigo"": true}"
