case_id,category,turns,expect
00064_v42_no_manejado_recomendar_sin_inventar_si_no_cual_se_parece,v42_no_manejado_recomendar_sin_inventar,manejas estambre abuelita? || si no cual se parece?,"{""scope"": ""all"", ""must_contain_any"": [""no"", ""por el momento"", ""revis"", ""parecid"", ""opcion"", ""opción"", ""similar"", ""trapillo""], ""must_not_contain_any"": [""sí manejamos abuelita"", ""Abuelita x1"", ""999 x1""]}"
00065_v42_no_manejado_recomendar_sin_inventar_algo_parecido_suave,v42_no_manejado_recomendar_sin_inventar,tienes himalaya dolphin? || algo parecido suave?,"{""scope"": ""all"", ""must_contain_any"": [""no"", ""por el momento"", ""revis"", ""parecid"", ""opcion"", ""opción"", ""similar"", ""trapillo""], ""must_not_contain_any"": [""sí manejamos abuelita"", ""Abuelita x1"", ""999 x1""]}"
00066_v42_no_manejado_recomendar_sin_inventar_tienes_c_digo_999_de_velluto,v42_no_manejado_recomendar_sin_inventar,tienes código 999 de velluto?,"{""scope"": ""all"", ""must_contain_any"": [""no"", ""por el momento"", ""revis"", ""parecid"", ""opcion"", ""opción"", ""similar"", ""trapillo""], ""must_not_contain_any"": [""sí manejamos abuelita"", ""Abuelita x1"", ""999 x1""]}"
00067_v42_no_manejado_recomendar_sin_inventar_si_no_tienes_algo_similar,v42_no_manejado_recomendar_sin_inventar,busco lana merino real || si no tienes algo similar,"{""scope"": ""all"", ""must_contain_any"": [""no"", ""por el momento"", ""revis"", ""parecid"", ""opcion"", ""opción"", ""similar"", ""trapillo""], ""must_not_contain_any"": [""sí manejamos abuelita"", ""Abuelita x1"", ""999 x1""]}"
00068_v42_no_manejado_recomendar_sin_inventar_o_trapillo_kraft_si_tienes,v42_no_manejado_recomendar_sin_inventar,quiero hilo para trapear jajaja || o trapillo kraft si tienes,"{""scope"": ""all"", ""must_contain_any"": [""no"", ""por el momento"", ""revis"", ""parecid"", ""opcion"", ""opción"", ""similar"", ""trapillo""], ""must_not_contain_any"": [""sí manejamos abuelita"", ""Abuelita x1"", ""999 x1""]}"
00069_v42_accesorios_mm_bolsa_no_codigo_hilo_y_bolsa_de_100_cuanto,v42_accesorios_mm_bolsa_no_codigo_hilo,tienes ojo de seguridad negro de 14 mm? || y bolsa de 100 cuanto?,"{""scope"": ""all"", ""must_contain_all"": [""ojo""], ""must_contain_any"": [""ojo"", ""seguridad"", ""100"", ""manej"", ""tenemos"", ""revis"", ""precio"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini"", ""Si x5"", ""4 x1"", ""5 si"", ""Velluto 14"", ""Velluto 12""]}"
00070_v42_accesorios_mm_bolsa_no_codigo_hilo_si_hay_agregame_uno_de_cada,v42_accesorios_mm_bolsa_no_codigo_hilo,ocupo ganchos 4.5 y 5 || si hay agregame uno de cada,"{""scope"": ""all"", ""must_contain_all"": [""gancho""], ""must_contain_any"": [""gancho"", ""4.5"", ""5"", ""manej"", ""tenemos"", ""revis"", ""precio"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini"", ""Si x5"", ""4 x1"", ""5 si"", ""Velluto 14"", ""Velluto 12""]}"
00071_v42_accesorios_mm_bolsa_no_codigo_hilo_me_agregas_2_junto_con_5_del_55,v42_accesorios_mm_bolsa_no_codigo_hilo,relleno medio kilo || me agregas 2 junto con 5 del 55,"{""scope"": ""all"", ""must_contain_all"": [""relleno""], ""must_contain_any"": [""relleno"", ""55"", ""manej"", ""tenemos"", ""revis"", ""precio"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini"", ""Si x5"", ""4 x1"", ""5 si"", ""Velluto 14"", ""Velluto 12""]}"
00072_v42_accesorios_mm_bolsa_no_codigo_hilo_y_de_14mm_tambien,v42_accesorios_mm_bolsa_no_codigo_hilo,me das precio de ojos 12mm || y de 14mm tambien,"{""scope"": ""all"", ""must_contain_all"": [""ojo""], ""must_contain_any"": [""ojo"", ""seguridad"", ""12"", ""14"", ""manej"", ""tenemos"", ""revis"", ""precio"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini"", ""Si x5"", ""4 x1"", ""5 si"", ""Velluto 14"", ""Velluto 12""]}"
00073_v42_accesorios_mm_bolsa_no_codigo_hilo_no_es_codigo_de_hilo_es_medida,v42_accesorios_mm_bolsa_no_codigo_hilo,"gancho del 4 y medio tienes? || no es codigo de hilo, es medida","{""scope"": ""all"", ""must_contain_all"": [""gancho""], ""must_contain_any"": [""gancho"", ""4"", ""medio"", ""medida"", ""manej"", ""tenemos"", ""revis"", ""precio"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini"", ""Si x5"", ""4 x1"", ""5 si"", ""Velluto 14"", ""Velluto 12""]}"
00074_v42_accesorios_mm_bolsa_no_codigo_hilo_para_amigurumi_chico,v42_accesorios_mm_bolsa_no_codigo_hilo,quiero nariz flock y ojos negros || para amigurumi chico,"{""scope"": ""all"", ""must_contain_all"": [""nariz""], ""must_contain_any"": [""nariz"", ""ojo"", ""amigurumi"", ""manej"", ""tenemos"", ""revis"", ""precio"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini"", ""Si x5"", ""4 x1"", ""5 si"", ""Velluto 14"", ""Velluto 12""]}"
00075_v42_mensaje_largo_multiples_intenciones_hola_buen_dia_disculpa_tanta_molestia_quiero_hacer_un_pedido_pero_toda,v42_mensaje_largo_multiples_intenciones,"Hola buen dia, disculpa tanta molestia, quiero hacer un pedido pero todavía no sé si todo lo tienen, sería velluto 55 dos piezas, 60 tres, y si manejan relleno medio kilo agregame uno, tambien dime envio al 97000 porfa","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""ojo"", ""seguridad"", ""catalogo"", ""catálogo"", ""foto"", ""cotiz"", ""revis"", ""total""], ""must_not_contain_any"": [""no me agregues x1"", ""Molestia x1"", ""Ayer x1"", ""apartado confirmado""]}"
00076_v42_mensaje_largo_multiples_intenciones_buenas_soy_nueva_comprando_quiero_hacer_amigurumis_algo_suave_que_no_s,v42_mensaje_largo_multiples_intenciones,"Buenas, soy nueva comprando, quiero hacer amigurumis, algo suave que no salga tan caro, y si tienes ojos de seguridad negros de 12mm dime cuánto sale bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""ojo"", ""seguridad"", ""catalogo"", ""catálogo"", ""foto"", ""cotiz"", ""revis"", ""total""], ""must_not_contain_any"": [""no me agregues x1"", ""Molestia x1"", ""Ayer x1"", ""apartado confirmado""]}"
00077_v42_mensaje_largo_multiples_intenciones_holaa_ayer_te_dije_que_queria_10_del_55_pero_mejor_quiero_5_del_55_5_d,v42_mensaje_largo_multiples_intenciones,"Holaa, ayer te dije que queria 10 del 55 pero mejor quiero 5 del 55, 5 del 60 y 2 komfy mini blanco, me confirmas total?","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""ojo"", ""seguridad"", ""catalogo"", ""catálogo"", ""foto"", ""cotiz"", ""revis"", ""total""], ""must_not_contain_any"": [""no me agregues x1"", ""Molestia x1"", ""Ayer x1"", ""apartado confirmado""]}"
00078_v42_mensaje_largo_multiples_intenciones_disculpa_te_paso_lista_velluto_55x2_60x2_429x2_komfy_mini_01x3_relleno,v42_mensaje_largo_multiples_intenciones,"Disculpa, te paso lista: velluto 55x2 60x2 429x2, komfy mini 01x3, relleno medio kilo 1, y no me apartes hasta que te pague","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""ojo"", ""seguridad"", ""catalogo"", ""catálogo"", ""foto"", ""cotiz"", ""revis"", ""total""], ""must_not_contain_any"": [""no me agregues x1"", ""Molestia x1"", ""Ayer x1"", ""apartado confirmado""]}"
00079_v42_mensaje_largo_multiples_intenciones_buenos_d_as_nada_m_s_estoy_viendo_colores_no_me_agregues_todav_a_me_pu,v42_mensaje_largo_multiples_intenciones,"Buenos días, nada más estoy viendo colores, no me agregues todavía, me puedes mandar catálogo o fotos del velluto en tonos café?","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""ojo"", ""seguridad"", ""catalogo"", ""catálogo"", ""foto"", ""cotiz"", ""revis"", ""total""], ""must_not_contain_any"": [""no me agregues x1"", ""Molestia x1"", ""Ayer x1"", ""apartado confirmado""]}"
00080_v42_hilo_conversacion_largo_cambia_contexto_cuanto_con_envio_al_97000,v42_hilo_conversacion_largo_cambia_contexto,hola || quiero hacer pedido || velluto 55 x2 || tambien komfy mini 99 x3 || y relleno medio kilo || quita el komfy mejor || cuanto con envio al 97000,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""relleno"", ""envio"", ""97000"", ""quita"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""Pedio"", ""Baby Best 55 x2 si era velluto""]}"
00081_v42_hilo_conversacion_largo_cambia_contexto_me_pasas_total,v42_hilo_conversacion_largo_cambia_contexto,buenas tardes || manejas karina? || que tienes de karina || ok dame komfy mini blanco 2 || y ojos 12 mm bolsa || me pasas total,"{""scope"": ""all"", ""must_contain_any"": [""karina"", ""komfy"", ""blanco"", ""ojo"", ""12"", ""total"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""Pedio"", ""Baby Best 55 x2 si era velluto""]}"
00082_v42_hilo_conversacion_largo_cambia_contexto_mejora_precio_si_llevo_esos,v42_hilo_conversacion_largo_cambia_contexto,oye || tienes velluto? || quiero 60 55 429 || todos x2 || mejora precio si llevo esos?,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""60"", ""55"", ""429"", ""2"", ""precio"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""Pedio"", ""Baby Best 55 x2 si era velluto""]}"
00083_v42_hilo_conversacion_largo_cambia_contexto_me_confirmas_piezas,v42_hilo_conversacion_largo_cambia_contexto,"hola || quiero baby best || 2 del 55 || perdon no baby, era velluto || entonces 2 del 55 velluto || me confirmas piezas","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""2"", ""confirm"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""Pedio"", ""Baby Best 55 x2 si era velluto""]}"
00084_v42_numeros_ambiguos_no_tomar_como_codigo_tienes_ganchos_4_5_mm,v42_numeros_ambiguos_no_tomar_como_codigo,tienes ganchos 4.5 mm?,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""ojo"", ""seguridad"", ""cp"", ""envio"", ""envío"", ""pago"", ""revis"", ""confirm"", ""precio""], ""must_not_contain_any"": [""97000 x1"", ""300 x1"", ""15 x1"", ""429 x1"", ""60 x1"", ""4 x1"", ""14 x1""]}"
00085_v42_numeros_ambiguos_no_tomar_como_codigo_ojos_de_14_mm_en_bolsa_de_100,v42_numeros_ambiguos_no_tomar_como_codigo,ojos de 14 mm en bolsa de 100,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""ojo"", ""seguridad"", ""cp"", ""envio"", ""envío"", ""pago"", ""revis"", ""confirm"", ""precio""], ""must_not_contain_any"": [""97000 x1"", ""300 x1"", ""15 x1"", ""429 x1"", ""60 x1"", ""4 x1"", ""14 x1""]}"
00086_v42_numeros_ambiguos_no_tomar_como_codigo_mi_cp_es_97000_no_es_codigo,v42_numeros_ambiguos_no_tomar_como_codigo,"mi cp es 97000, no es codigo","{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""ojo"", ""seguridad"", ""cp"", ""envio"", ""envío"", ""pago"", ""revis"", ""confirm"", ""precio""], ""must_not_contain_any"": [""97000 x1"", ""300 x1"", ""15 x1"", ""429 x1"", ""60 x1"", ""4 x1"", ""14 x1""]}"
00087_v42_numeros_ambiguos_no_tomar_como_codigo_me_sale_300,v42_numeros_ambiguos_no_tomar_como_codigo,me sale 300?,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""ojo"", ""seguridad"", ""cp"", ""envio"", ""envío"", ""pago"", ""revis"", ""confirm"", ""precio""], ""must_not_contain_any"": [""97000 x1"", ""300 x1"", ""15 x1"", ""429 x1"", ""60 x1"", ""4 x1"", ""14 x1""]}"
00088_v42_numeros_ambiguos_no_tomar_como_codigo_te_pago_el_15_en_la_noche,v42_numeros_ambiguos_no_tomar_como_codigo,te pago el 15 en la noche,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""ojo"", ""seguridad"", ""cp"", ""envio"", ""envío"", ""pago"", ""revis"", ""confirm"", ""precio""], ""must_not_contain_any"": [""97000 x1"", ""300 x1"", ""15 x1"", ""429 x1"", ""60 x1"", ""4 x1"", ""14 x1""]}"
00089_v42_numeros_ambiguos_no_tomar_como_codigo_todav_a_no_hago_pedido,v42_numeros_ambiguos_no_tomar_como_codigo,quiero envío a la calle 60 número 429 || todavía no hago pedido,"{""scope"": ""all"", ""must_contain_any"": [""gancho"", ""ojo"", ""seguridad"", ""cp"", ""envio"", ""envío"", ""pago"", ""revis"", ""confirm"", ""precio""], ""must_not_contain_any"": [""97000 x1"", ""300 x1"", ""15 x1"", ""429 x1"", ""60 x1"", ""4 x1"", ""14 x1""]}"
00090_v42_confirmaciones_cortas_con_contexto_agregame_2,v42_confirmaciones_cortas_con_contexto,tienes velluto 55? || si || agregame 2,"{""scope"": ""all"", ""must_contain_any"": [""si"", ""sí"", ""velluto"", ""relleno"", ""agrego"", ""cotiz"", ""55"", ""60""], ""must_not_contain_any"": [""Si x1"", ""Mira x1"", ""Todo Velluto x1""]}"
00091_v42_confirmaciones_cortas_con_contexto_55_60_429_todos_x1,v42_confirmaciones_cortas_con_contexto,te paso lista? || si mira || 55 60 429 todos x1,"{""scope"": ""all"", ""must_contain_any"": [""si"", ""sí"", ""velluto"", ""relleno"", ""agrego"", ""cotiz"", ""55"", ""60""], ""must_not_contain_any"": [""Si x1"", ""Mira x1"", ""Todo Velluto x1""]}"
00092_v42_confirmaciones_cortas_con_contexto_si_hay_agregame_uno,v42_confirmaciones_cortas_con_contexto,hay relleno medio kilo? || si hay agregame uno,"{""scope"": ""all"", ""must_contain_any"": [""si"", ""sí"", ""velluto"", ""relleno"", ""agrego"", ""cotiz"", ""55"", ""60""], ""must_not_contain_any"": [""Si x1"", ""Mira x1"", ""Todo Velluto x1""]}"
00093_v42_confirmaciones_cortas_con_contexto_55_2_60_2,v42_confirmaciones_cortas_con_contexto,me preguntaste si era velluto || si todo velluto || 55 2 60 2,"{""scope"": ""all"", ""must_contain_any"": [""si"", ""sí"", ""velluto"", ""relleno"", ""agrego"", ""cotiz"", ""55"", ""60""], ""must_not_contain_any"": [""Si x1"", ""Mira x1"", ""Todo Velluto x1""]}"
00094_v42_mensaje_incompleto_no_cotizar_,v42_mensaje_incompleto_no_cotizar,🤔,"{""scope"": ""final"", ""must_contain_any"": [""claro"", ""con gusto"", ""cuando guste"", ""escrib"", ""duda"", ""pedido"", ""atiendo""], ""expected_no_pedidos"": true, ""should_wait_for_more"": true, ""must_not_contain_any"": [""x1"", ""le cotizo"", ""total:""]}"
00095_v42_mensaje_incompleto_no_cotizar_audio,v42_mensaje_incompleto_no_cotizar,audio,"{""scope"": ""final"", ""must_contain_any"": [""claro"", ""con gusto"", ""cuando guste"", ""escrib"", ""duda"", ""pedido"", ""atiendo""], ""expected_no_pedidos"": true, ""should_wait_for_more"": true, ""must_not_contain_any"": [""x1"", ""le cotizo"", ""total:""]}"
00096_v42_mensaje_incompleto_no_cotizar_te_mando_nota_de_voz,v42_mensaje_incompleto_no_cotizar,te mando nota de voz,"{""scope"": ""final"", ""must_contain_any"": [""claro"", ""con gusto"", ""cuando guste"", ""escrib"", ""duda"", ""pedido"", ""atiendo""], ""expected_no_pedidos"": true, ""should_wait_for_more"": true, ""must_not_contain_any"": [""x1"", ""le cotizo"", ""total:""]}"
00097_v42_mensaje_incompleto_no_cotizar_,v42_mensaje_incompleto_no_cotizar,???,"{""scope"": ""final"", ""must_contain_any"": [""claro"", ""con gusto"", ""cuando guste"", ""escrib"", ""duda"", ""pedido"", ""atiendo""], ""expected_no_pedidos"": true, ""should_wait_for_more"": true, ""must_not_contain_any"": [""x1"", ""le cotizo"", ""total:""]}"
00098_v42_mensaje_incompleto_no_cotizar_mira,v42_mensaje_incompleto_no_cotizar,mira,"{""scope"": ""final"", ""must_contain_any"": [""claro"", ""con gusto"", ""cuando guste"", ""escrib"", ""duda"", ""pedido"", ""atiendo""], ""expected_no_pedidos"": true, ""should_wait_for_more"": true, ""must_not_contain_any"": [""x1"", ""le cotizo"", ""total:""]}"
00099_v42_mensaje_incompleto_no_cotizar_perame,v42_mensaje_incompleto_no_cotizar,perame,"{""scope"": ""final"", ""must_contain_any"": [""claro"", ""con gusto"", ""cuando guste"", ""escrib"", ""duda"", ""pedido"", ""atiendo""], ""expected_no_pedidos"": true, ""should_wait_for_more"": true, ""must_not_contain_any"": [""x1"", ""le cotizo"", ""total:""]}"
00100_v42_variaciones_dificiles_generadas_el_primero_5_y_el_segundo_2,v42_variaciones_dificiles_generadas,"oye || quiero confi mini || 1
99 || el primero 5 y el segundo 2","{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00101_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 1 velluto codigo 55, y 3 codigo 60 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00102_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || belluto: 60-2; 429-4 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00103_v42_variaciones_dificiles_generadas_veluto_55_tres_y_429_cinco,v42_variaciones_dificiles_generadas,hola || veluto 55 tres y 429 cinco,"{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00104_v42_variaciones_dificiles_generadas_y_uno_del_99_tambien,v42_variaciones_dificiles_generadas,buenas || me pones cuatro del 01 || y uno del 99 tambien,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00105_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 1x5 99x2 de confi mini || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00106_v42_variaciones_dificiles_generadas_el_primero_1_y_el_segundo_3,v42_variaciones_dificiles_generadas,"oye || quiero velluto || 55
60 || el primero 1 y el segundo 3","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00107_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 2 belluto codigo 60, y 4 codigo 429 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00108_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || veluto: 55-3; 429-5 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00109_v42_variaciones_dificiles_generadas_komfy_mini_01_cuatro_y_99_uno,v42_variaciones_dificiles_generadas,hola || komfy mini 01 cuatro y 99 uno,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00110_v42_variaciones_dificiles_generadas_y_dos_del_99_tambien,v42_variaciones_dificiles_generadas,buenas || me pones cinco del 1 || y dos del 99 tambien,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00111_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 55x1 60x3 de velluto || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00112_v42_variaciones_dificiles_generadas_el_primero_2_y_el_segundo_4,v42_variaciones_dificiles_generadas,"oye || quiero belluto || 60
429 || el primero 2 y el segundo 4","{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00113_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 3 veluto codigo 55, y 5 codigo 429 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00114_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || komfy mini: 01-4; 99-1 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00115_v42_variaciones_dificiles_generadas_confi_mini_1_cinco_y_99_dos,v42_variaciones_dificiles_generadas,hola || confi mini 1 cinco y 99 dos,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00116_v42_variaciones_dificiles_generadas_y_tres_del_60_tambien,v42_variaciones_dificiles_generadas,buenas || me pones uno del 55 || y tres del 60 tambien,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00117_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 60x2 429x4 de belluto || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00118_v42_variaciones_dificiles_generadas_el_primero_3_y_el_segundo_5,v42_variaciones_dificiles_generadas,"oye || quiero veluto || 55
429 || el primero 3 y el segundo 5","{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00119_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 4 komfy mini codigo 01, y 1 codigo 99 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00120_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || confi mini: 1-5; 99-2 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00121_v42_variaciones_dificiles_generadas_velluto_55_uno_y_60_tres,v42_variaciones_dificiles_generadas,hola || velluto 55 uno y 60 tres,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00122_v42_variaciones_dificiles_generadas_y_cuatro_del_429_tambien,v42_variaciones_dificiles_generadas,buenas || me pones dos del 60 || y cuatro del 429 tambien,"{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00123_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 55x3 429x5 de veluto || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00124_v42_variaciones_dificiles_generadas_el_primero_4_y_el_segundo_1,v42_variaciones_dificiles_generadas,"oye || quiero komfy mini || 01
99 || el primero 4 y el segundo 1","{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00125_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 5 confi mini codigo 1, y 2 codigo 99 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00126_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || velluto: 55-1; 60-3 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00127_v42_variaciones_dificiles_generadas_belluto_60_dos_y_429_cuatro,v42_variaciones_dificiles_generadas,hola || belluto 60 dos y 429 cuatro,"{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00128_v42_variaciones_dificiles_generadas_y_cinco_del_429_tambien,v42_variaciones_dificiles_generadas,buenas || me pones tres del 55 || y cinco del 429 tambien,"{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00129_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 01x4 99x1 de komfy mini || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
